Date,Open,High,Low,Close
2016-10-04,215.91,216.17,213.99,214.68
2016-10-05,215.41,216.13,215.33,215.63
2016-10-06,215.37,216.04,214.735,215.78
2016-10-07,216.1,216.3,214.19,215.04
2016-10-10,216.155,216.7,215.985,216.16
2016-10-11,215.66,215.74,212.58,213.43
2016-10-12,213.59,214.32,213.01,213.71
2016-10-13,212.16,213.59,211.21,213.01
2016-10-14,214.15,214.69,213.03,213.12
2016-10-17,213.09,213.39,212.17,212.38
2016-10-18,214.24,214.31,213.27,213.71
2016-10-19,214.02,214.64,213.6,214.28
2016-10-20,213.87,214.53,213.11,213.88
2016-10-21,212.96,214.08,212.76,213.98
2016-10-24,215,215.32,214.48,214.89
2016-10-25,214.68,214.98,213.98,214.17
2016-10-26,213.21,214.42,212.93,213.74
2016-10-27,214.58,214.62,213.08,213.17
2016-10-28,213.14,213.93,211.71,212.54
2016-10-31,212.93,213.19,212.36,212.55
2016-11-01,212.93,212.99,209.6,211.01
2016-11-02,210.65,211.1,209.23,209.74
2016-11-03,209.99,210.24,208.46,208.78
2016-11-04,208.91,209.89,208.38,208.55
2016-11-07,211.45,213.19,211.3,213.15
2016-11-08,212.69,214.77,212.38,214.11
2016-11-09,212.37,217.1,212.34,216.3792
2016-11-10,217.3,218.31,215.22,216.92
2016-11-11,216.08,216.7,215.32,216.42
2016-11-14,217.03,217.27,215.72,216.59
2016-11-15,217.04,218.28,216.8,218.28
2016-11-16,217.56,218.14,217.42,217.87
2016-11-17,218.05,219.06,217.92,218.99
2016-11-18,219.07,219.27,218.29,218.5
2016-11-21,219.17,220.18,219,220.15
2016-11-22,220.51,220.79,219.73,220.58
2016-11-23,219.98,220.76,219.75,220.7
2016-11-25,221.1,221.56,221.01,221.52
2016-11-28,221.16,221.48,220.36,220.48
2016-11-29,220.52,221.44,220.17,220.91
2016-11-30,221.63,221.82,220.31,220.38
2016-12-01,220.73,220.73,219.15,219.57
2016-12-02,219.67,220.25,219.26,219.68
2016-12-05,220.65,221.4,220.42,221
2016-12-06,221.22,221.7441,220.662,221.7
2016-12-07,221.52,224.67,221.38,224.6
2016-12-08,224.57,225.7,224.26,225.15
2016-12-09,225.41,226.53,225.37,226.51
2016-12-12,226.4,226.96,225.76,226.25
2016-12-13,227.02,228.34,227,227.76
2016-12-14,227.41,228.23,225.365,225.88
2016-12-15,226.16,227.81,225.8904,226.81
2016-12-16,226.01,226.08,224.67,225.04
2016-12-19,225.25,226.02,225.08,225.53
2016-12-20,226.15,226.57,225.88,226.4
2016-12-21,226.25,226.45,225.77,225.77
2016-12-22,225.6,225.74,224.92,225.38
2016-12-23,225.43,225.72,225.21,225.71
2016-12-27,226.02,226.73,226,226.27
2016-12-28,226.57,226.59,224.27,224.4
2016-12-29,224.48,224.89,223.84,224.35
2016-12-30,224.73,224.83,222.73,223.53
2017-01-03,225.04,225.83,223.8837,225.24
2017-01-04,225.62,226.75,225.61,226.58
2017-01-05,226.27,226.58,225.48,226.4
2017-01-06,226.53,227.75,225.9,227.21
2017-01-09,226.91,227.0701,226.4163,226.46
2017-01-10,226.48,227.45,226.01,226.46
2017-01-11,226.36,227.1,225.59,227.1
2017-01-12,226.5,226.75,224.955,226.53
2017-01-13,226.73,227.4,226.69,227.05
2017-01-17,226.31,226.78,225.8,226.25
2017-01-18,226.535,226.8,225.9,226.75
2017-01-19,226.84,227,225.41,225.91
2017-01-20,226.7,227.31,225.9719,226.74
2017-01-23,226.35,226.805,225.27,226.15
2017-01-24,226.4,228.08,226.27,227.6
2017-01-25,228.7,229.57,228.51,229.57
2017-01-26,229.4,229.71,229.01,229.33
2017-01-27,229.42,229.59,228.76,228.97
2017-01-30,228.17,228.2,226.41,227.55
2017-01-31,226.98,227.6,226.32,227.53
2017-02-01,228.255,228.59,226.94,227.62
2017-02-02,227.2,228.1,226.82,227.77
2017-02-03,228.82,229.55,228.46,229.34
2017-02-06,228.87,229.326,228.54,228.93
2017-02-07,229.38,229.6556,228.72,228.94
2017-02-08,228.61,229.39,228.31,229.24
2017-02-09,229.56,230.95,229.52,230.6
2017-02-10,231,231.77,230.6216,231.51
2017-02-13,232.08,233.07,232.05,232.77
2017-02-14,232.56,233.71,232.16,233.7
2017-02-15,233.45,235.14,233.39,234.92
2017-02-16,234.96,235.155,233.85,234.72
2017-02-17,233.95,235.09,233.93,235.09
2017-02-21,235.52,236.69,235.51,236.49
2017-02-22,236.02,236.54,235.83,236.28
2017-02-23,236.88,236.9,235.56,236.44
2017-02-24,235.46,236.7932,235.41,236.74
2017-02-27,236.64,237.31,236.35,237.11
2017-02-28,236.67,236.95,236.015,236.47
2017-03-01,238.39,240.32,238.37,239.78
2017-03-02,239.56,239.57,238.21,238.27
2017-03-03,238.17,238.61,237.73,238.42
2017-03-06,237.5,238.12,237.01,237.71
2017-03-07,237.36,237.77,236.76,237
2017-03-08,237.34,237.64,236.4,236.56
2017-03-09,236.7,237.24,235.74,236.86
2017-03-10,237.97,238.02,236.59,237.69
2017-03-13,237.62,237.86,237.24,237.81
2017-03-14,237.18,237.24,236.19,236.9
2017-03-15,237.56,239.44,237.29,238.95
2017-03-16,239.11,239.2,238.1,238.48
2017-03-17,237.75,237.97,237.03,237.03
2017-03-20,237.03,237.36,236.32,236.77
2017-03-21,237.47,237.61,233.58,233.73
2017-03-22,233.77,234.61,233.05,234.28
2017-03-23,234,235.34,233.6,234.03
2017-03-24,234.38,235.04,232.96,233.86
2017-03-27,231.93,233.92,231.61,233.62
2017-03-28,233.27,235.81,233.14,235.32
2017-03-29,234.99,235.81,234.725,235.54
2017-03-30,235.47,236.52,235.27,236.29
2017-03-31,235.9,236.51,235.68,235.74
2017-04-03,235.8,236.03,233.91,235.33
2017-04-04,235,235.58,234.555,235.48
2017-04-05,236.26,237.39,234.54,234.78
2017-04-06,234.94,236.04,234.425,235.44
2017-04-07,235.15,236,234.64,235.2
2017-04-10,235.36,236.255,234.73,235.34
2017-04-11,234.9,235.18,233.34,235.06
2017-04-12,234.74,234.96,233.77,234.03
2017-04-13,233.64,234.49,232.51,232.51
2017-04-17,233.11,234.57,232.88,234.57
2017-04-18,233.72,234.49,233.08,233.87
2017-04-19,234.52,234.95,233.18,233.44
2017-04-20,234.15,235.845,233.78,235.34
2017-04-21,235.25,235.31,234.13,234.59
2017-04-24,237.18,237.41,234.5628,237.17
2017-04-25,237.91,238.95,237.81,238.55
2017-04-26,238.51,239.53,238.35,238.4
2017-04-27,238.77,238.95,237.98,238.6
2017-04-28,238.9,238.93,237.93,238.08
2017-05-01,238.68,239.17,238.195,238.68
2017-05-02,238.84,238.98,238.3,238.77
2017-05-03,238.29,238.8775,237.7,238.48
2017-05-04,238.83,238.9225,237.78,238.76
2017-05-05,239.19,239.72,238.68,239.7
2017-05-08,239.75,239.92,239.17,239.66
2017-05-09,239.96,240.19,239.04,239.44
2017-05-10,239.39,239.87,239.15,239.87
2017-05-11,239.35,239.57,238.13,239.38
2017-05-12,239.09,239.4273,238.67,238.98
2017-05-15,239.47,240.44,239.45,240.3
2017-05-16,240.64,240.67,239.63,240.08
2017-05-17,238.1,238.64,235.75,235.82
2017-05-18,235.73,237.75,235.43,236.77
2017-05-19,237.33,239.08,237.27,238.31
2017-05-22,238.9,239.71,238.82,239.52
2017-05-23,239.95,240.24,239.51,240.05
2017-05-24,240.32,240.73,239.93,240.61
2017-05-25,241.2,242.08,240.96,241.76
2017-05-26,241.54,241.9,241.45,241.71
2017-05-30,241.34,241.79,241.16,241.5
2017-05-31,241.84,241.88,240.64,241.44
2017-06-01,241.97,243.38,241.64,243.36
2017-06-02,243.42,244.35,243.08,244.17
2017-06-05,243.97,244.3,243.76,243.99
2017-06-06,243.34,243.98,243.12,243.21
2017-06-07,243.6,243.92,242.83,243.66
2017-06-08,243.77,244.33,243.17,243.78
2017-06-09,244.09,245.01,241.95,243.41
2017-06-12,243.13,243.42,242.38,243.36
2017-06-13,243.98,244.61,243.5799,244.55
2017-06-14,244.86,244.87,243.29,244.24
2017-06-15,242.68,243.91,242.36,243.77
2017-06-16,242.77,242.83,241.6337,242.64
2017-06-19,243.59,244.73,243.48,244.66
2017-06-20,244.25,244.26,242.99,243.01
2017-06-21,243.42,243.59,242.41,242.95
2017-06-22,242.96,243.53,242.64,242.84
2017-06-23,242.91,243.51,242.47,243.13
2017-06-26,243.9,244.38,243.045,243.29
2017-06-27,243.04,243.38,241.31,241.33
2017-06-28,242.5,243.715,242.23,243.49
2017-06-29,243.66,243.72,239.955,241.35
2017-06-30,242.28,242.71,241.575,241.8
2017-07-03,242.88,243.38,242.21,242.21
2017-07-05,242.63,243.01,241.7,242.77
2017-07-06,241.89,242.03,240.34,240.55
2017-07-07,241.21,242.28,240.5645,242.11
2017-07-10,241.95,242.8,241.76,242.37
2017-07-11,242.16,242.55,240.85,242.19
2017-07-12,243.3,244.2,243.3,244.01
2017-07-13,244.02,244.55,243.76,244.42
2017-07-14,244.43,245.97,244.31,245.56
2017-07-17,245.47,245.91,245.33,245.53
2017-07-18,245.06,245.72,244.67,245.66
2017-07-19,246.02,247,246.01,246.99
2017-07-20,247.28,247.42,246.47,247.1
2017-07-21,246.44,246.91,246.18,246.88
2017-07-24,246.79,246.98,246.28,246.82
2017-07-25,247.68,247.8,247.16,247.42
2017-07-26,247.75,247.79,247.13,247.43
2017-07-27,247.96,248,245.68,247.2
2017-07-28,246.65,247.06,246.13,246.91
2017-07-31,247.37,247.48,246.53,246.77
2017-08-01,247.46,247.5,246.716,247.32
2017-08-02,247.47,247.6,246.37,247.44
2017-08-03,247.31,247.34,246.64,246.96
2017-08-04,247.52,247.79,246.97,247.41
2017-08-07,247.49,247.87,247.37,247.87
2017-08-08,247.51,248.91,246.83,247.26
2017-08-09,246.47,247.31,246.06,247.25
2017-08-10,246.29,246.44,243.7,243.76
2017-08-11,244.02,244.8,243.75,244.12
2017-08-14,245.59,246.79,245.55,246.54
2017-08-15,246.98,247,246.16,246.51
2017-08-16,247.11,247.57,246.45,246.94
2017-08-17,246.24,246.6,243.09,243.09
2017-08-18,242.9,244.189,242.2,242.71
2017-08-21,242.64,243.2,241.83,242.9
2017-08-22,243.57,245.62,243.55,245.44
2017-08-23,244.33,245.05,244.16,244.56
2017-08-24,245,245.18,243.75,243.99
2017-08-25,244.9,245.61,244.39,244.56
2017-08-28,245.17,245.2,244.09,244.57
2017-08-29,243.06,245.15,242.93,244.85
2017-08-30,244.83,246.32,244.62,246.01
2017-08-31,246.72,247.77,246.0473,247.49
2017-09-01,247.92,248.33,247.67,247.84
2017-09-05,247.26,247.52,244.95,246.06
2017-09-06,246.84,247.28,246.23,246.9
2017-09-07,247.25,247.27,246.4,246.87
2017-09-08,246.54,247.11,246.3,246.58
2017-09-11,248.04,249.3,248.02,249.21
2017-09-12,249.63,250.09,249.42,250.05
2017-09-13,249.72,250.21,249.59,250.17
2017-09-14,249.8,250.32,249.6,250.09
2017-09-15,248.69,249.29,248.57,249.19
2017-09-18,249.61,250.12,249.28,249.72
2017-09-19,250,250.07,249.6,249.97
2017-09-20,250.07,250.19,248.92,250.06
2017-09-21,249.88,249.98,249.185,249.39
2017-09-22,249.05,249.63,249.02,249.44
2017-09-25,249.15,249.5532,248.08,248.93
2017-09-26,249.42,249.7,248.805,249.08
2017-09-27,249.88,250.49,248.87,250.05
2017-09-28,249.73,250.44,249.63,250.35
2017-09-29,250.34,251.32,250.13,251.23
2017-10-02,251.49,252.32,251.2926,252.32
2017-10-03,252.46,252.89,252.23,252.86
2017-10-04,252.69,253.44,252.56,253.16
2017-10-05,253.54,254.68,253.196,254.66
2017-10-06,254.15,254.7008,253.85,254.37
2017-10-09,254.63,254.7,253.65,253.95
2017-10-10,254.6,255.05,253.98,254.62
2017-10-11,254.51,255.02,254.32,255.02
2017-10-12,254.66,255.06,254.365,254.64
2017-10-13,255.14,255.27,254.64,254.95
2017-10-16,255.21,255.51,254.82,255.29
2017-10-17,255.23,255.52,254.98,255.47
2017-10-18,255.9,255.95,255.5,255.72
2017-10-19,254.83,255.83,254.35,255.79
2017-10-20,256.7,257.14,255.7744,257.11
2017-10-23,257.48,257.51,256.02,256.11
2017-10-24,256.6,256.83,256.15,256.56
2017-10-25,256.18,256.31,254,255.29
2017-10-26,255.99,256.3,255.48,255.62
2017-10-27,256.47,257.89,255.6254,257.71
2017-10-30,257.07,257.6,256.41,256.75
2017-10-31,257.18,257.44,256.805,257.15
2017-11-01,258.04,258.43,257.07,257.49
2017-11-02,257.41,257.75,256.19,257.59
2017-11-03,257.77,258.5,257.3,258.45
2017-11-06,258.3,259,258.22,258.85
2017-11-07,258.97,259.35,258.09,258.67
2017-11-08,258.47,259.22,258.15,259.11
2017-11-09,257.73,258.39,256.36,258.17
2017-11-10,257.73,258.2926,257.37,258.09
2017-11-13,257.31,258.59,257.27,258.33
2017-11-14,257.41,257.85,256.52,257.73
2017-11-15,256.62,257.22,255.63,256.44
2017-11-16,257.52,259.04,257.4748,258.62
2017-11-17,258.22,258.5882,257.77,257.86
2017-11-20,258.14,258.525,257.86,258.3
2017-11-21,259.18,260.2,258.2627,259.99
2017-11-22,260,260.15,259.57,259.76
2017-11-24,260.32,260.48,260.16,260.36
2017-11-27,260.41,260.75,260,260.23
2017-11-28,260.76,262.9,260.655,262.87
2017-11-29,263.02,263.63,262.2,262.71
2017-11-30,263.76,266.05,263.67,265.01
2017-12-01,264.76,265.31,260.76,264.46
2017-12-04,266.31,266.8,264.08,264.14
2017-12-05,264.43,265.15,263.04,263.19
2017-12-06,262.87,263.73,262.71,263.24
2017-12-07,263.09,264.43,262.94,264.07
2017-12-08,264.99,265.52,264.0315,265.51
2017-12-11,265.58,266.38,265.4793,266.31
2017-12-12,266.57,267.32,266.345,266.78
2017-12-13,267.06,267.56,266.65,266.75
2017-12-14,267.09,267.22,265.6,265.66
2017-12-15,265.45,267.04,265.39,266.51
2017-12-18,268.1,268.6,267.98,268.2
2017-12-19,268.48,268.53,267.09,267.17
2017-12-20,268.27,268.33,266.69,267.03
2017-12-21,267.74,268.385,267.3,267.58
2017-12-22,267.6,267.635,266.9,267.51
2017-12-26,267.05,267.4377,266.885,267.19
2017-12-27,267.38,267.73,267.01,267.32
2017-12-28,267.89,267.92,267.45,267.87
2017-12-29,268.53,268.55,266.64,266.86
2018-01-02,267.84,268.81,267.4,268.77
2018-01-03,268.96,270.64,268.96,270.47
2018-01-04,271.2,272.16,270.5447,271.61
2018-01-05,272.51,273.56,271.95,273.42
2018-01-08,273.31,274.1,272.98,273.92
2018-01-09,274.4,275.25,274.081,274.54
2018-01-10,273.68,274.42,272.92,274.12
2018-01-11,274.75,276.12,274.56,276.12
2018-01-12,276.42,278.11,276.0819,277.92
2018-01-16,279.35,280.09,276.18,276.97
2018-01-17,278.03,280.05,276.97,279.61
2018-01-18,279.48,279.96,278.58,279.14
2018-01-19,279.8,280.41,279.14,280.41
2018-01-22,280.17,282.69,280.11,282.69
2018-01-23,282.74,283.62,282.37,283.29
2018-01-24,284.02,284.7,281.84,283.18
2018-01-25,284.16,284.27,282.405,283.3
2018-01-26,284.25,286.6285,283.96,286.58
2018-01-29,285.93,286.43,284.5,284.68
2018-01-30,282.6,284.736,281.22,281.76
2018-01-31,282.73,283.3,280.68,281.9
2018-02-01,281.07,283.06,280.68,281.58
2018-02-02,280.08,280.23,275.41,275.45
2018-02-05,273.45,275.85,263.31,263.93
2018-02-06,259.94,269.7,258.7,269.13
2018-02-07,268.5,272.36,267.58,267.67
2018-02-08,268.01,268.17,257.59,257.63
2018-02-09,260.8,263.61,252.92,261.5
2018-02-12,263.83,267.01,261.6644,265.34
2018-02-13,263.97,266.62,263.31,266
2018-02-14,264.31,270,264.3,269.59
2018-02-15,271.57,273.04,268.77,273.03
2018-02-16,272.32,275.32,272.27,273.11
2018-02-20,272.03,273.67,270.5,271.4
2018-02-21,271.9,274.72,269.94,270.05
2018-02-22,271.1,273.05,269.64,270.4
2018-02-23,271.79,274.71,271.25,274.71
2018-02-26,275.93,278.01,275.26,277.9
2018-02-27,278.11,278.92,274.36,274.43
2018-02-28,275.68,276.19,271.29,271.65
2018-03-01,271.41,273.17,266,267.7
2018-03-02,265.8,269.72,264.82,269.08
2018-03-05,267.73,272.89,267.61,272.19
2018-03-06,273.3,273.39,271.18,272.88
2018-03-07,270.42,273.18,270.2,272.78
2018-03-08,273.55,274.24,272.42,274.1
2018-03-09,275.7,278.87,275.34,278.87
2018-03-12,279.2,279.91,278.0801,278.52
2018-03-13,279.84,280.41,276.03,276.72
2018-03-14,277.81,278.02,274.67,275.3
2018-03-15,275.88,276.61,274.43,275
2018-03-16,274.5,275.39,274.14,274.2
2018-03-19,273.35,274.3957,268.62,270.49
2018-03-20,270.94,271.67,270.18,270.95
2018-03-21,270.9,273.27,270.19,270.43
2018-03-22,267.91,268.87,263.36,263.67
2018-03-23,264.17,265.02,257.83,258.05
2018-03-26,262.13,265.43,259.41,265.11
2018-03-27,266.17,266.77,258.84,260.6
2018-03-28,260.75,262.64,258.58,259.83
2018-03-29,261.12,265.26,259.8389,263.15
2018-04-02,262.55,263.13,254.67,257.47
2018-04-03,258.87,261.31,256.84,260.77
2018-04-04,256.75,264.355,256.6,263.56
2018-04-05,265.55,266.64,264.32,265.64
2018-04-06,263.42,265.11,258,259.72
2018-04-09,261.37,264.84,259.9356,261
2018-04-10,264.27,266.04,262.98,265.15
2018-04-11,263.47,265.64,263.39,263.76
2018-04-12,265.26,267,265.06,265.93
2018-04-13,267.41,267.54,264.01,265.15
2018-04-16,267,268.2,266.07,267.33
2018-04-17,269.33,270.87,268.75,270.19
2018-04-18,270.69,271.3,269.87,270.39
2018-04-19,269.65,269.88,267.72,268.89
2018-04-20,268.81,269.06,265.61,266.61
2018-04-23,267.26,267.89,265.35,266.57
2018-04-24,267.73,267.9762,261.28,262.98
2018-04-25,262.91,264.13,260.85,263.63
2018-04-26,264.79,267.2452,264.29,266.31
2018-04-27,267,267.34,265.5,266.56
2018-04-30,267.26,267.89,264.43,264.51
2018-05-01,263.87,265.1,262.11,264.98
2018-05-02,264.76,265.68,262.76,263.2
2018-05-03,262.26,263.36,259.05,262.62
2018-05-04,261.52,266.7892,261.15,266.02
2018-05-07,266.89,268.02,266.11,266.92
2018-05-08,266.5,267.325,265.15,266.92
2018-05-09,267.68,269.865,267.09,269.5
2018-05-10,270.34,272.39,270.22,272.02
2018-05-11,272.16,273.15,271.58,272.85
2018-05-14,273.34,274.08,272.36,272.98
2018-05-15,271.59,271.61,270.03,271.1
2018-05-16,271.14,272.76,271.11,272.24
2018-05-17,271.94,273.23,271.13,272.01
2018-05-18,271.62,272.03,270.93,271.33
2018-05-21,273.01,273.98,271.3512,273.37
2018-05-22,273.96,274.25,272.24,272.61
2018-05-23,271.17,273.39,270.99,273.36
2018-05-24,272.91,273.22,270.78,272.8
2018-05-25,272.15,272.86,271.58,272.15
2018-05-29,270.31,271.17,267.76,269.02
2018-05-30,270.5,273.11,270.42,272.61
2018-05-31,272.15,272.49,270.255,270.94
2018-06-01,272.41,273.94,272.33,273.6
2018-06-04,274.53,275.185,274.26,274.9
2018-06-05,275.05,275.53,274.18,275.1
2018-06-06,275.79,277.52,275.09,277.4
2018-06-07,277.95,278.28,276.34,277.37
2018-06-08,276.85,278.25,276.66,278.19
2018-06-11,278.44,279.37,278.31,278.56
2018-06-12,279.03,279.33,278.19,278.92
2018-06-13,279.19,279.48,277.8,278.03
2018-06-14,279.01,279.33,278.0599,278.73
2018-06-15,276.6,277.51,275.35,277.13
2018-06-18,275.49,276.7,274.95,276.56
2018-06-19,274,275.75,273.53,275.5
2018-06-20,276.27,276.72,275.59,275.97
2018-06-21,275.96,275.98,273.68,274.24
2018-06-22,275.66,275.785,274.49,274.74
2018-06-25,273.44,273.6162,269.1,271
2018-06-26,271.64,272.56,270.79,271.6
2018-06-27,272.26,273.865,269.18,269.35
2018-06-28,269.29,271.75,268.49,270.89
2018-06-29,272.12,273.66,271.1495,271.28
2018-07-02,269.51,272.04,269.24,271.86
2018-07-03,272.87,272.98,270.42,270.9
2018-07-05,272.17,273.18,270.96,273.11
2018-07-06,273.14,275.84,272.715,275.42
2018-07-09,276.55,277.96,276.5,277.9
2018-07-10,278.41,279.01,278.08,278.9
2018-07-11,277.15,278.04,276.52,276.86
2018-07-12,278.28,279.43,277.6,279.37
2018-07-13,279.17,279.93,278.66,279.59
2018-07-16,279.64,279.803,278.84,279.34
2018-07-17,278.47,280.91,278.41,280.47
2018-07-18,280.56,281.18,280.06,281.06
2018-07-19,280.31,280.74,279.46,280
2018-07-20,279.77,280.48,279.5,279.68
2018-07-23,279.45,280.43,279.06,280.2
2018-07-24,281.79,282.56,280.63,281.61
2018-07-25,281.33,284.37,281.28,284.01
2018-07-26,283.2,284.11,283.09,283.34
2018-07-27,283.71,283.82,280.38,281.42
2018-07-30,281.51,281.69,279.36,279.95
2018-07-31,280.81,282.02,280.38,281.33
2018-08-01,281.56,282.13,280.1315,280.86
2018-08-02,279.39,282.58,279.16,282.39
2018-08-03,282.53,283.6577,282.33,283.6
2018-08-06,283.64,284.99,283.2015,284.64
2018-08-07,285.39,286.01,285.24,285.58
2018-08-08,285.39,285.91,284.94,285.46
2018-08-09,285.53,285.97,284.915,285.07
2018-08-10,283.45,284.055,282.36,283.16
2018-08-13,283.47,284.16,281.77,282.1
2018-08-14,282.92,284.17,282.4833,283.9
2018-08-15,282.38,282.54,280.16,281.78
2018-08-16,283.4,285.04,283.36,284.06
2018-08-17,283.83,285.5601,283.37,285.06
2018-08-20,285.57,285.97,285.06,285.67
2018-08-21,286.25,287.31,285.7135,286.34
2018-08-22,285.88,286.76,285.575,286.17
2018-08-23,285.97,286.94,285.43,285.79
2018-08-24,286.44,287.67,286.38,287.51
2018-08-27,288.86,289.9,288.68,289.78
2018-08-28,290.3,290.4175,289.4,289.92
2018-08-29,290.16,291.74,289.8854,291.48
2018-08-30,290.94,291.36,289.63,290.3
2018-08-31,289.84,290.81,289.29,290.31
2018-09-04,289.84,290.21,288.68,289.81
2018-09-05,289.41,289.64,287.89,289.03
2018-09-06,289.15,289.49,287,288.16
2018-09-07,286.98,288.7,286.71,287.6
2018-09-10,288.74,289.04,287.88,288.1
2018-09-11,287.37,289.55,286.975,289.05
2018-09-12,289.06,289.8,288.23,289.12
2018-09-13,290.32,291.0384,289.995,290.83
2018-09-14,291.06,291.27,290,290.88
2018-09-17,290.82,290.86,289.03,289.34
2018-09-18,289.58,291.58,289.55,290.91
2018-09-19,290.97,291.69,290.825,291.22
2018-09-20,292.64,293.94,291.2363,293.58
2018-09-21,293.09,293.22,291.81,291.99
2018-09-24,291.34,291.5,290.37,291.02
2018-09-25,291.53,291.65,290.4833,290.75
2018-09-26,290.91,292.24,289.41,289.88
2018-09-27,290.41,291.91,290.1,290.69
2018-09-28,289.99,291.28,289.95,290.72
2018-10-01,292.11,292.93,290.98,291.73
2018-10-02,291.56,292.355,291.14,291.56
2018-10-03,292.74,293.21,291.32,291.72
2018-10-04,291.18,291.24,287.66,289.44
2018-10-05,289.69,290.27,286.22,287.82
2018-10-08,287.05,288.22,285.5,287.82
2018-10-09,287.39,288.86,286.77,287.4
2018-10-10,286.83,286.91,277.88,278.3
2018-10-11,277.08,278.9,270.36,272.17
2018-10-12,276.77,277.09,272.37,275.95
2018-10-15,275.55,277.04,274.3,274.4
2018-10-16,276.6,280.82,276.07,280.4
2018-10-17,280.44,281.15,277.56,280.45
2018-10-18,279.4,280.07,274.97,276.4
2018-10-19,277.13,279.3,275.47,276.25
2018-10-22,277,277.36,274.41,275.01
2018-10-23,270.95,274.87,268.61,273.61
2018-10-24,273.33,273.76,264.7,265.32
2018-10-25,267.38,271.81,266.23,270.08
2018-10-26,265.92,271,262.29,265.33
2018-10-29,268.8,270.25,259.85,263.86
2018-10-30,263.67,268.12,263.12,267.77
2018-10-31,270.65,273.23,270.12,270.63
2018-11-01,271.6,273.73,270.38,273.51
2018-11-02,274.75,275.23,269.59,271.89
2018-11-05,272.44,274.01,271.35,273.39
2018-11-06,273.32,275.3,273.25,275.12
2018-11-07,277.56,281.1,277.08,281.01
2018-11-08,280.11,281.22,279.22,280.5
2018-11-09,279.03,279.24,276.18,277.76
2018-11-12,277.19,277.46,271.99,272.57
2018-11-13,273.09,275.325,271.25,272.06
2018-11-14,274.16,274.61,268.45,270.2
2018-11-15,268.78,273.54,267.0102,273.02
2018-11-16,271.79,274.75,271.21,273.73
2018-11-19,273.05,273.38,268.07,269.1
2018-11-20,265.36,267,263.15,264.12
2018-11-21,265.86,267.15,265.01,265.02
2018-11-23,263.18,264.8234,263.07,263.25
2018-11-26,265.78,267.75,265.34,267.5
2018-11-27,266.34,268.4,265.66,268.4
2018-11-28,269.6,274.58,268.3272,274.58
2018-11-29,273.71,275.55,272.43,273.98
2018-11-30,273.81,276.28,273.45,275.65
2018-12-03,280.28,280.4,277.505,279.3
2018-12-04,278.37,278.85,269.9,270.25
2018-12-06,265.92,269.97,262.44,269.84
2018-12-07,269.46,271.22,262.63,263.57
2018-12-10,263.37,265.1613,258.62,264.07
2018-12-11,267.66,267.87,262.48,264.13
2018-12-12,267.47,269,265.37,265.46
2018-12-13,266.52,267.49,264.12,265.37
2018-12-14,262.96,264.03,259.85,260.47
2018-12-17,259.4,260.65,253.525,255.36
2018-12-18,257.2,257.95,253.28,255.08
2018-12-19,255.17,259.4,249.35,251.26
2018-12-20,249.86,251.62,244.65,247.17
2018-12-21,246.74,249.71,239.98,240.7
2018-12-24,239.04,240.8355,234.27,234.34
2018-12-26,235.97,246.18,233.76,246.18
2018-12-27,242.57,248.29,238.96,248.07
2018-12-28,249.58,251.4,246.45,247.75
2018-12-31,249.56,250.19,247.47,249.92
2019-01-02,245.98,251.21,245.95,250.18
2019-01-03,248.23,248.57,243.67,244.21
2019-01-04,247.59,253.11,247.17,252.39
2019-01-07,252.69,255.95,251.69,254.38
2019-01-08,256.82,257.31,254,256.77
2019-01-09,257.56,258.91,256.19,257.97
2019-01-10,256.26,259.16,255.5,258.88
2019-01-11,257.68,259.0098,257.03,258.98
2019-01-14,256.86,258.3,256.41,257.4
2019-01-15,257.82,260.7,257.81,260.35
2019-01-16,260.83,261.9666,260.6,260.98
2019-01-17,260.01,263.92,259.96,262.96
2019-01-18,264.98,266.98,262.998,266.46
2019-01-22,264.82,265.06,261.06,262.86
2019-01-23,264.01,264.79,260.66,263.41
2019-01-24,263.21,264.2,262.08,263.55
2019-01-25,265.61,266.7,263.6595,265.78
2019-01-28,263.39,263.83,261.79,263.76
2019-01-29,263.92,264.55,262.48,263.41
2019-01-30,265.1,268.52,264.25,267.58
2019-01-31,267.51,270.47,267.27,269.93
2019-02-01,270.15,271.2,269.18,270.06
2019-02-04,270.11,272.03,269.36,271.96
2019-02-05,272.44,273.44,271.88,273.1
2019-02-06,272.79,273.34,271.92,272.74
2019-02-07,270.94,271.55,268.29,270.14
2019-02-08,268.75,270.58,267.83,270.47
2019-02-11,271.2,271.49,270.03,270.62
2019-02-12,272.42,274.52,272.34,274.1
2019-02-13,275.03,275.93,274.56,274.99
2019-02-14,273.78,275.64,272.87,274.38
2019-02-15,276.36,277.41,276.13,277.37
2019-02-19,276.4813,278.58,276.47,277.85
2019-02-20,277.81,278.92,277.25,278.41
2019-02-21,277.7,278.1,276.345,277.42
2019-02-22,278.11,279.36,277.4029,279.14
2019-02-25,280.73,281.31,279.43,279.52
2019-02-26,279.13,280.3,278.9,279.32
2019-02-27,278.52,279.59,277.48,279.2
2019-02-28,278.96,279.45,278.32,278.68
2019-03-01,280.44,280.88,278.82,280.42
2019-03-04,281.6,281.87,276.84,279.4
2019-03-05,279.54,279.76,278.41,279.02
2019-03-06,279.15,279.16,276.97,277.33
